Nº UGRHI,UGRHI,MUNICÍPIO,PONTO,"SISTEMA
AQUÍFERO",AMOSTRA,DATA,Sinal,Al total - µg/L,Sinal,Sb Total - µg/L,Sinal,As total - µg/L,Sinal,Ba Total - µg/L,Sinal,Be Total - µg/L,Sinal,Bo total - µg/L,Sinal,Cd Total - µg/L,Sinal,Ca Total - µg/L,Sinal,Pb Total - µg/L,Sinal,Co Total - µg/L,Sinal,Cu Total - µg/L,Sinal,Cr total - µg/L,Sinal,Dureza Total - mg/L,Sinal,Sn Total - µg/L,Sinal,Sr total - µg/L,Sinal,Fe total - µg/L,Sinal,P Total - µg/L,Sinal,Li Total - µg/L,Sinal,Mg total - µg/L,Sinal,Mn total - µg/L,Sinal,Hg total - µg/L,Sinal,Mo total - µg/L,Sinal,Ni total - µg/L,Sinal,K Total - µg/L,Sinal,Ag total - µg/L,Sinal,Se total - µg/L,Sinal,Na total - µg/L,Sinal,Ti total - µg/L,Sinal,U total - µg/L,Sinal,V total - µg/L,Sinal,Zn total - µg/L,Sinal,Cloreto - mg/L,Sinal,Fluoreto - mg/L,Sinal,Sulfato - mg/L,Sinal,Nitrogênio amoniacal - mg/L,Sinal,NKT - mg/L,Sinal,N-Nitrato - mg/L,Sinal,N-Nitrito  - mg/L,Sinal,SDT - mg/L,Sinal,Alcalinidade Bicarbonato - mg/L,Sinal,Alcalinidade Carbonato - mg/L,Sinal,Alcalinidade hidróxido - mg/L,Sinal,Alcalinidade total - mg/L,Sinal,Carbono Orgânico Dissolvido,Sinal,CE - Campo,Sinal,pH - campo,Sinal,Temp água -  °C,Sinal,Temp. ar - °C,"Coli totais 
P/A em 100 mL","E coli
P/A em 100 mL","Bac. Heter
UFC/mL"
19,BAIXO TIETE,ZACARIAS,SG00306P,Serra Geral,2305437,27/4/2023,=,14.6,<,0.02,=,0.63,<,1,<,0.5,=,27.3,<,0.01,=,553,<,0.05,<,0.05,<,0.2,=,8.52,=,1.38,<,0.2,=,7.65,<,2,=,11.2,=,0.26,<,100,<,0.1,<,0.1,=,0.19,<,0.2,<,200,<,0.1,=,0.98,=,81500,<,0.3,=,0.46,=,74.1,<,0.5,=,0.39,=,0.24,=,1.83,NA,NA,<,0.5,=,0.08,<,0.01,=,251,=,70,=,122,<,5,,NA,<,1,=,396,=,9.9,=,25.1,=,21.9,Presente,Presente,8
19,BAIXO TIETE,ZACARIAS,SG00306P,Serra Geral,2319180,24/10/2023,=,12.7,<,0.02,=,0.57,<,1,<,0.5,=,26.3,<,0.01,=,594,<,0.05,<,0.05,<,0.2,=,7,=,1.48,<,0.2,=,8.74,<,2,<,10,=,0.29,<,100,<,0.1,<,0.1,=,0.17,<,0.2,<,200,<,0.1,=,0.91,=,83360,<,0.3,=,0.51,=,64.4,=,0.6,=,0.41,=,0.25,=,1.85,NA,NA,<,0.5,=,0.08,<,0.01,=,229,=,73,=,123,<,5,,NA,<,1,=,383,=,9.8,=,26,=,27,Presente,Ausente,23
20,AGUAPEI,CLEMENTINA,BA00028P,Bauru,2305435,27/4/2023,<,2,<,0.02,<,0.2,=,253,<,0.5,=,2.23,<,0.01,=,31500,=,0.23,<,0.05,=,0.37,=,13,=,112,<,0.2,=,207,<,2,=,300,=,3.36,=,8030,=,0.19,<,0.1,<,0.03,=,0.32,=,6150,<,0.1,<,0.2,=,7420,<,0.3,=,0.02,=,1.58,=,5.79,=,10.12,<,0.1,<,0.1,<,0.5,<,0.5,=,13.7,<,0.01,=,286,=,72,<,5,<,5,,NA,<,1,=,293,=,6.7,=,24.4,=,22.3,Presente,Ausente,1
20,AGUAPEI,CLEMENTINA,BA00028P,Bauru,2319181,24/10/2023,<,2,<,0.02,<,0.2,=,264,<,0.5,<,2,<,0.01,=,35470,=,0.38,<,0.05,<,0.2,=,13.2,=,125,<,0.2,=,229,=,3.52,=,297,=,3.92,=,8943,=,0.1,<,0.1,<,0.03,<,0.2,=,6328,<,0.1,<,0.2,=,7569,<,0.3,=,0.04,=,2.3,=,4.08,=,10.67,<,0.1,<,0.1,<,0.5,<,0.5,=,14.97,<,0.01,=,268,=,87,<,5,<,5,,NA,=,1.4,=,310,=,6.7,=,25.2,=,30.5,Ausente,Ausente,9
20,AGUAPEI,DRACENA,BA00241P,Bauru,2305550,11/5/2023,<,2,<,0.02,<,0.2,=,261,<,0.5,=,2.92,<,0.01,=,24600,=,0.13,<,0.05,=,0.74,=,14.8,=,84.2,<,0.2,=,166,<,2,<,10,=,7.57,=,5540,=,0.12,<,0.1,<,0.03,=,0.21,=,4600,<,0.1,<,0.2,=,6140,<,0.3,=,0.09,=,4.31,=,5.66,=,4.06,=,0.2,=,0.23,<,0.5,<,0.5,=,1.5,<,0.01,=,152,=,96,<,5,<,5,,NA,<,1,=,202,=,7.3,=,25.2,=,21.3,Ausente,Ausente,1
20,AGUAPEI,DRACENA,BA00241P,Bauru,2319124,19/10/2023,<,2,<,0.02,<,0.2,=,217,<,0.5,<,2,<,0.01,=,23620,<,0.05,<,0.05,<,0.2,=,14.9,=,81.1,<,0.2,=,157,<,2,<,10,=,7.59,=,5365,=,0.1,<,0.1,<,0.03,<,0.2,=,4284,<,0.1,<,0.2,=,5816,<,0.3,=,0.1,=,5.64,=,1.91,=,2.61,=,0.21,=,0.13,<,0.5,<,0.5,=,1.26,<,0.01,=,168,=,94,<,5,<,5,,NA,=,4.8,=,191,=,7.8,=,25.6,=,25.6,Ausente,Ausente,1
20,AGUAPEI,MARILIA,GU00206P,Guarani,2305403,30/3/2023,=,34.1,=,0.04,=,1.79,<,1,<,0.5,=,21.5,<,0.01,=,530,<,0.05,<,0.05,<,0.2,<,0.2,=,1.32,<,0.2,=,9.1,<,2,<,10,=,8.45,<,100,<,0.1,<,0.1,=,0.25,<,0.2,=,460,<,0.1,<,0.2,=,100000,<,0.3,=,0.03,=,11.6,<,0.5,=,1.75,=,0.36,=,4.62,NA,NA,NA,NA,<,0.05,<,0.01,=,294,=,23,=,209,<,5,,NA,=,2.5,=,502,=,9.9,=,45,=,32.3,Ausente,Ausente,1
20,AGUAPEI,MARILIA,GU00206P,Guarani,2319004,5/10/2023,=,36.3,=,0.05,=,1.43,<,1,<,0.5,=,21.6,<,0.01,<,500,<,0.05,<,0.05,<,0.2,<,0.2,<,1.3,<,0.2,=,5.63,<,2,<,10,=,10.3,<,100,<,0.1,<,0.1,=,0.25,<,0.2,=,428,<,0.1,<,0.2,=,96540,<,0.3,=,0.02,=,8.72,=,0.51,=,1.79,=,0.37,=,4.73,NA,NA,<,0.5,<,0.05,<,0.01,=,288,=,10,=,220,<,5,,NA,<,1,=,475,=,10,=,45.7,=,35.4,Ausente,Ausente,1
20,AGUAPEI,MONTE CASTELO,BA00073P,Bauru,2305326,23/3/2023,<,2,<,0.02,<,0.2,=,200,<,0.5,=,2.32,<,0.01,=,42000,=,0.46,<,0.05,=,0.48,=,19.3,=,138,<,0.2,=,160,<,2,=,50.4,=,6.39,=,8100,<,0.1,<,0.1,<,0.03,<,0.2,=,5200,<,0.1,<,0.2,=,5900,<,0.3,=,0.03,=,0.84,=,5.11,=,7.99,=,0.17,=,0.63,<,0.5,<,0.5,=,7.66,<,0.01,=,247,=,125,<,5,<,5,,NA,<,1,=,312,=,7.2,=,25.7,=,32.3,Ausente,Ausente,4
20,AGUAPEI,MONTE CASTELO,BA00073P,Bauru,2318933,28/9/2023,<,2,<,0.02,<,0.2,=,220,<,0.5,=,2.25,<,0.01,=,40710,=,0.48,<,0.05,=,1.63,=,19.4,=,139,<,0.2,=,164,=,5.38,=,53.6,=,7.11,=,8987,=,0.19,<,0.1,<,0.03,<,0.2,=,5402,<,0.1,<,0.2,=,5925,<,0.3,=,0.03,=,1.02,=,15.3,=,8.58,=,0.18,=,1.04,<,0.5,<,0.5,=,8.17,<,0.01,=,246,=,122,<,5,<,5,,NA,<,1,=,315,=,7.2,=,25.6,=,32.7,Ausente,Ausente,120
20,AGUAPEI,NOVA INDEPENDENCIA,BA00079P,Bauru,2305325,23/3/2023,<,2,<,0.02,<,0.2,=,210,<,0.5,<,2,<,0.01,=,31000,=,0.2,<,0.05,=,1.79,=,9.07,=,108,<,0.2,=,120,<,2,=,52.5,=,8.66,=,7500,=,0.15,<,0.1,<,0.03,=,0.21,=,3800,<,0.1,<,0.2,=,6500,<,0.3,=,0.008,=,0.94,=,3.57,=,4.85,=,0.43,<,0.1,<,0.5,<,0.5,=,5.45,<,0.01,=,216,=,101,<,5,<,5,,NA,<,1,=,244,=,7,=,28.3,=,30.3,Ausente,Ausente,1
20,AGUAPEI,NOVA INDEPENDENCIA,BA00079P,Bauru,2318930,28/9/2023,<,2,<,0.02,<,0.2,=,208,<,0.5,<,2,<,0.01,=,28760,=,0.12,<,0.05,=,0.75,=,9.82,=,103,<,0.2,=,116,=,2.37,=,59.1,=,9.03,=,7488,<,0.1,<,0.1,<,0.03,<,0.2,=,3868,<,0.1,<,0.2,=,4614,<,0.3,=,0.008,=,0.98,=,1.52,=,4.15,=,0.23,<,0.1,<,0.5,<,0.5,=,5.64,<,0.01,=,196,=,98,<,5,<,5,,NA,=,1.6,=,236,=,6.9,=,27.5,=,30,Ausente,Ausente,7
20,AGUAPEI,PANORAMA,BA00088P,Bauru,2305545,11/5/2023,<,2,<,0.02,<,0.2,=,238,<,0.5,=,5.69,<,0.01,=,13200,<,0.05,=,0.63,<,0.2,=,6.96,=,46.1,<,0.2,=,78.3,<,2,=,31.7,=,3.6,=,3190,<,0.1,<,0.1,<,0.03,=,1.86,=,5750,<,0.1,<,0.2,=,7710,<,0.3,=,0.006,=,0.61,=,1.38,=,5.21,<,0.1,<,0.1,<,0.5,<,0.5,=,3.53,<,0.01,=,152,=,52,<,5,<,5,,NA,<,1,=,146,=,6.8,=,25.6,=,23.6,Presente,Ausente,16
20,AGUAPEI,PANORAMA,BA00088P,Bauru,2319120,19/10/2023,<,2,<,0.02,<,0.2,=,218,<,0.5,=,3.8,<,0.01,=,14310,<,0.05,=,0.63,<,0.2,=,7.73,=,50.2,<,0.2,=,83.4,<,2,=,29.5,=,4.04,=,3511,<,0.1,<,0.1,<,0.03,=,1.63,=,5612,<,0.1,<,0.2,=,7853,<,0.3,=,0.01,=,0.92,=,1.55,=,4.76,<,0.1,<,0.1,<,0.5,<,0.5,=,2.97,<,0.01,=,138,=,59,<,5,<,5,,NA,<,1,=,147,=,7.1,=,25.2,=,26,Ausente,Ausente,6
20,AGUAPEI,PARAPUA,BA00409P,Bauru,2305431,24/4/2023,<,2,<,0.02,<,0.2,=,275,<,0.5,<,2,<,0.01,=,33000,=,0.08,<,0.05,=,0.48,=,7.97,=,96.7,<,0.2,=,197,<,2,=,162,=,2.94,=,3480,=,0.23,<,0.1,<,0.03,=,0.26,=,5390,<,0.1,<,0.2,=,3710,<,0.3,=,0.02,=,0.65,=,2.63,=,5.83,<,0.1,<,0.1,<,0.5,<,0.5,=,5.66,<,0.01,=,192,=,83,<,5,<,5,,NA,<,1,=,229,=,6.8,=,25,=,24,Ausente,Ausente,1
20,AGUAPEI,PARAPUA,BA00409P,Bauru,2319110,9/10/2023,<,2,<,0.02,<,0.2,=,267,<,0.5,<,2,<,0.01,=,32020,=,0.19,<,0.05,=,1.63,=,7.74,=,94.5,<,0.2,=,190,=,3.21,=,189,=,3.37,=,3533,=,0.29,<,0.1,<,0.03,=,0.39,=,5294,<,0.1,<,0.2,=,3603,<,0.3,=,0.01,=,0.66,=,8.01,=,5.83,<,0.1,<,0.1,<,0.5,<,0.5,=,5.7,<,0.01,=,198,=,86,<,5,<,5,,NA,=,1.1,=,224,=,6.8,=,24.8,=,24.5,Ausente,Ausente,1
20,AGUAPEI,PIACATU,BA00097P,Bauru,2305429,24/4/2023,=,2.88,<,0.02,<,0.2,=,87.9,<,0.5,=,15.2,<,0.01,=,9030,<,0.05,<,0.05,=,0.36,=,20.4,=,31.6,<,0.2,=,167,<,2,=,224,=,2.17,=,2210,=,0.17,<,0.1,=,0.04,=,0.2,=,2820,<,0.1,<,0.2,=,15100,<,0.3,=,0.01,=,14.3,=,4.94,=,5.35,=,0.19,=,0.43,<,0.5,<,0.5,=,3.48,<,0.01,=,141,=,49,<,5,<,5,,NA,=,1.1,=,142,=,6.8,=,25,=,26.3,Ausente,Ausente,1
20,AGUAPEI,PIACATU,BA00097P,Bauru,2319109,9/10/2023,=,4,<,0.02,=,0.25,=,73,<,0.5,=,17.4,<,0.01,=,7614,=,0.07,<,0.05,=,0.42,=,19.7,=,26.5,<,0.2,=,148,=,2.65,=,237,=,2.16,=,1831,=,0.21,<,0.1,<,0.03,<,0.2,=,2377,<,0.1,<,0.2,=,17910,<,0.3,=,0.01,=,14.1,=,2.2,=,5.32,=,0.19,=,0.47,<,0.5,<,0.5,=,3.4,<,0.01,=,117,=,52,<,5,<,5,,NA,<,1,=,141,=,7,=,25.4,=,25.4,Ausente,Ausente,1
20,AGUAPEI,POMPEIA,BA00203P,Bauru,2305433,24/4/2023,<,2,<,0.02,<,0.2,=,431,<,0.5,=,3.11,<,0.01,=,77800,=,1.42,<,0.05,=,1.58,=,0.5,=,231,<,0.2,=,349,<,2,=,15.7,=,2.89,=,8880,=,0.22,<,0.1,<,0.03,=,0.21,=,3190,<,0.1,<,0.2,=,3760,<,0.3,=,0.21,=,2.68,=,14.1,=,8.77,<,0.1,=,2.09,<,0.5,<,0.5,=,6.39,<,0.01,=,313,=,200,<,5,<,5,,NA,<,1,=,467,=,6.9,=,24.2,=,26.9,Ausente,Ausente,1
20,AGUAPEI,POMPEIA,BA00203P,Bauru,2319111,9/10/2023,<,2,<,0.02,<,0.2,=,346,<,0.5,<,2,<,0.01,=,74060,<,0.05,<,0.05,=,0.22,=,4.24,=,249,<,0.2,=,765,=,8.82,=,17.3,=,7.27,=,15460,=,0.17,<,0.1,<,0.03,=,0.24,=,2680,<,0.1,<,0.2,=,4370,<,0.3,=,0.36,=,5.33,=,4.12,=,4.07,<,0.1,=,1.76,<,0.5,<,0.5,=,2.88,<,0.01,=,311,=,258,<,5,<,5,,NA,=,2.5,=,482,=,7.4,=,24.1,=,27.4,Ausente,Ausente,27
20,AGUAPEI,POMPEIA,BA00211P,Bauru,2305430,24/4/2023,<,2,<,0.02,<,0.2,=,708,<,0.5,=,3.69,<,0.01,=,54000,<,0.05,<,0.05,<,0.2,=,3.91,=,215,<,0.2,=,1130,<,2,<,10,=,6.92,=,19400,<,0.1,<,0.1,<,0.03,<,0.2,=,2290,<,0.1,<,0.2,=,4300,<,0.3,=,0.28,=,6.98,=,1.25,=,7.19,<,0.1,=,1.07,<,0.5,<,0.5,=,2.44,<,0.01,=,289,=,215,<,5,<,5,,NA,<,1,=,440,=,7.2,=,24.4,=,27.3,Ausente,Ausente,1
20,AGUAPEI,POMPEIA,BA00211P,Bauru,2319112,9/10/2023,<,2,<,0.02,<,0.2,=,701,<,0.5,<,2,<,0.01,=,54640,<,0.05,<,0.05,<,0.2,=,4.09,=,214,<,0.2,=,1130,=,4.2,<,10,=,7.86,=,19040,<,0.1,<,0.1,<,0.03,<,0.2,=,2345,<,0.1,<,0.2,=,4220,<,0.3,=,0.32,=,7.91,=,1.9,=,7.57,<,0.1,=,1.06,<,0.5,<,0.5,=,2.58,<,0.01,=,296,=,223,<,5,<,5,,NA,<,1,=,433,=,7.3,=,24.2,=,27,Ausente,Ausente,12
20,AGUAPEI,RUBIACEA,BA00337P,Bauru,2305397,13/4/2023,=,4.73,<,0.02,<,0.2,=,191,<,0.5,<,2,<,0.01,=,10100,=,0.06,=,0.41,<,0.2,=,8.87,=,36.7,<,0.2,=,164,=,2.04,=,176,=,2.84,=,2790,=,5.1,<,0.1,<,0.03,=,1.03,=,5210,<,0.1,<,0.2,=,8420,<,0.3,=,0.02,=,5.26,=,0.78,=,6.16,<,0.1,<,0.1,<,0.5,<,0.5,=,3.23,<,0.01,=,131,=,44,<,5,<,5,,NA,<,1,=,129,=,6.4,=,25.6,=,29.8,Ausente,Ausente,1
20,AGUAPEI,RUBIACEA,BA00337P,Bauru,2319188,24/10/2023,=,17.4,<,0.02,<,0.2,=,193,=,1.23,<,2,<,0.01,=,7891,=,0.33,=,0.89,=,0.8,=,7.45,=,30.3,<,0.2,=,128,=,5.36,=,135,=,3.94,=,2582,=,14.5,<,0.1,<,0.03,=,1.54,=,4953,<,0.1,<,0.2,=,12430,<,0.3,=,0.04,=,3.74,=,3.72,=,7.95,<,0.1,<,0.1,<,0.5,<,0.5,=,4.13,<,0.01,=,124,=,35,<,5,<,5,,NA,<,1,=,150,=,6.1,=,25.8,=,33.2,Presente,Ausente,21
20,AGUAPEI,SALMOURAO,SG00156P,Serra Geral,2305395,13/4/2023,=,31.8,<,0.02,=,0.81,<,1,<,0.5,=,34.6,<,0.01,=,697,<,0.05,<,0.05,<,0.2,=,38.6,=,1.74,<,0.2,=,10.7,<,2,<,10,=,0.4,<,100,<,0.1,<,0.1,=,0.09,<,0.2,<,200,<,0.1,=,0.23,=,52500,<,0.3,=,0.14,=,96.9,=,1.25,=,0.5,=,0.22,=,1.31,NA,NA,<,0.5,<,0.05,<,0.01,=,147,=,26,=,91,<,5,,NA,<,1,=,250,=,10,=,27.4,=,29.8,Ausente,Ausente,1
20,AGUAPEI,SALMOURAO,SG00156P,Serra Geral,2319189,24/10/2023,=,35.1,<,0.02,=,0.68,<,1,<,0.5,=,32.8,<,0.01,=,650,<,0.05,<,0.05,<,0.2,=,33.5,=,1.62,<,0.2,=,10.3,<,2,<,10,=,0.54,<,100,<,0.1,<,0.1,=,0.11,<,0.2,<,200,<,0.1,<,0.2,=,52590,<,0.3,=,0.19,=,82.3,<,0.5,=,0.53,=,0.23,=,1.42,NA,NA,<,0.5,<,0.05,<,0.01,=,208,=,29,=,93,<,5,,NA,<,1,=,246,=,9.9,=,27.3,=,33.5,Ausente,Ausente,1
20,AGUAPEI,SANTA MERCEDES,BA00123P,Bauru,2305549,11/5/2023,<,2,<,0.02,<,0.2,=,355,<,0.5,=,2.34,<,0.01,=,5440,<,0.05,<,0.05,=,0.3,=,17.5,=,33.5,<,0.2,=,72.4,<,2,=,38.8,=,3.39,=,4830,=,0.19,<,0.1,<,0.03,=,0.56,=,5210,<,0.1,<,0.2,=,5910,<,0.3,=,0.01,=,0.61,<,0.5,=,4.83,<,0.1,<,0.1,<,0.5,<,0.5,=,3.91,<,0.01,<,100,=,35,<,5,<,5,,NA,<,1,=,114,=,6.3,=,24.9,=,24.4,Ausente,Ausente,10
20,AGUAPEI,SANTA MERCEDES,BA00123P,Bauru,2319122,19/10/2023,<,2,<,0.02,<,0.2,=,361,<,0.5,<,2,<,0.01,=,5489,<,0.05,<,0.05,=,0.34,=,16.7,=,35.3,<,0.2,=,72.6,<,2,=,40.2,=,3.63,=,5235,=,0.24,<,0.1,<,0.03,=,0.58,=,5395,<,0.1,<,0.2,=,5887,<,0.3,=,0.01,=,0.65,=,0.52,=,5.16,<,0.1,<,0.1,<,0.5,<,0.5,=,4.25,<,0.01,=,127,=,34,<,5,<,5,,NA,<,1,=,118,=,6.4,=,24.9,=,26.3,Ausente,Ausente,1
20,AGUAPEI,TUPA,BA00146P,Bauru,2305398,13/4/2023,<,2,<,0.02,<,0.2,=,488,=,0.68,=,3.45,=,0.03,=,11500,=,0.15,=,0.25,=,2.85,=,7.63,=,45.3,<,0.2,=,98.1,=,3.12,=,14.1,=,1.5,=,4020,=,10.1,<,0.1,<,0.03,=,3.4,=,5540,<,0.1,<,0.2,=,2180,<,0.3,=,0.007,=,0.34,=,3.96,=,5.44,<,0.1,=,1.82,<,0.5,<,0.5,=,8.36,<,0.01,=,122,=,14,<,5,<,5,,NA,=,1.9,=,121,=,5.8,=,25,=,33.5,Ausente,Ausente,1
20,AGUAPEI,TUPA,BA00146P,Bauru,2319190,24/10/2023,=,2.96,<,0.02,<,0.2,=,391,=,0.56,<,2,=,0.03,=,17350,=,0.8,=,0.16,=,7.02,=,7.34,=,62.7,=,0.24,=,144,=,21.3,=,25.2,=,2.82,=,4699,=,8.74,=,0.11,<,0.03,=,2.73,=,4967,<,0.1,<,0.2,=,2645,<,0.3,=,0.02,=,0.65,=,260,=,5,<,0.1,=,0.72,<,0.5,<,0.5,=,6.76,<,0.01,=,143,=,45,<,5,<,5,,NA,=,1.6,=,154,=,6.3,=,25.7,=,34.6,Presente,Ausente,16
20,AGUAPEI,VALPARAISO,BA00149P,Bauru,2305399,13/4/2023,<,2,<,0.02,<,0.2,=,244,<,0.5,=,3.25,<,0.01,=,34800,<,0.05,<,0.05,<,0.2,=,44.8,=,134,<,0.2,=,848,=,7.17,=,42.2,=,8.12,=,11500,=,0.13,<,0.1,<,0.03,<,0.2,=,4790,<,0.1,<,0.2,=,7650,<,0.3,=,0.52,=,9.82,<,0.5,=,6.98,=,0.3,=,0.59,<,0.5,<,0.5,=,3.24,<,0.01,=,241,=,135,<,5,<,5,,NA,=,1.3,=,305,=,7.4,=,25.7,=,28,Presente,Ausente,52
20,AGUAPEI,VALPARAISO,BA00149P,Bauru,2319185,24/10/2023,=,2.03,<,0.02,<,0.2,=,329,<,0.5,=,2.14,<,0.01,=,41580,<,0.05,<,0.05,=,0.54,=,39.9,=,149,<,0.2,=,657,=,12.8,=,109,=,9.19,=,10860,=,0.34,<,0.1,<,0.03,<,0.2,=,5209,<,0.1,<,0.2,=,10330,<,0.3,=,0.48,=,7.61,=,0.59,=,10.15,=,0.31,=,1.03,<,0.5,<,0.5,=,5.14,<,0.01,=,281,=,149,<,5,<,5,,NA,<,1,=,343,=,7.4,=,26.4,=,32.2,Presente,Presente,210
21,PEIXE,ALFREDO MARCONDES,BA00002P,Bauru,2304456,9/3/2023,=,19,<,0.02,=,0.38,=,6.6,<,0.5,=,30.2,<,0.01,=,810,<,0.05,<,0.05,<,0.2,=,86.7,=,2.02,<,0.2,=,84,<,2,<,10,=,1.87,<,100,<,0.1,<,0.1,=,0.1,<,0.2,<,200,<,0.1,<,0.2,=,46000,<,0.3,=,0.29,=,107,<,0.5,=,0.25,=,0.31,=,0.44,NA,NA,NA,NA,=,0.06,<,0.01,=,170,=,61,=,70,<,5,,NA,=,5.3,=,249,=,9.8,=,25,=,29.6,Ausente,Ausente,1
21,PEIXE,ALFREDO MARCONDES,BA00002P,Bauru,2318464,19/9/2023,=,17.8,<,0.02,=,0.37,=,7.25,<,0.5,=,25.1,<,0.01,=,727,<,0.05,<,0.05,<,0.2,=,78.1,=,1.82,<,0.2,=,82.1,<,2,<,10,=,1.54,<,100,<,0.1,<,0.1,=,0.11,<,0.2,<,200,<,0.1,<,0.2,=,53640,<,0.3,=,0.31,=,93.9,=,1.08,=,0.26,=,0.31,=,0.45,NA,NA,<,0.5,=,0.06,<,0.01,=,148,=,59,=,66,<,5,,NA,<,1,=,240,=,9.8,=,25,=,33.6,Ausente,Ausente,1
21,PEIXE,ALVARES MACHADO,BA00158P,Bauru,2304455,9/3/2023,=,16.1,<,0.02,<,0.2,=,8.9,<,0.5,=,22.6,<,0.01,=,940,=,0.11,<,0.05,=,0.58,=,86.1,=,2.35,<,0.2,=,76,=,2.91,<,10,=,2.19,<,100,<,0.1,<,0.1,=,0.08,<,0.2,<,200,<,0.1,<,0.2,=,49000,<,0.3,=,0.92,=,48.2,=,0.52,=,1.53,=,0.28,=,1.14,NA,NA,NA,NA,=,0.31,<,0.01,=,197,=,78,=,67,<,5,,NA,=,3.3,=,262,=,9.6,=,24.8,=,29.6,Ausente,Ausente,1
21,PEIXE,ALVARES MACHADO,BA00158P,Bauru,2318463,19/9/2023,=,15.6,<,0.02,=,0.58,=,11.3,<,0.5,=,27.1,<,0.01,=,1037,<,0.05,<,0.05,=,0.59,=,66,=,2.59,<,0.2,=,85.2,<,2,<,10,=,2,<,100,<,0.1,<,0.1,=,0.11,<,0.2,<,200,<,0.1,<,0.2,=,61840,<,0.3,=,1.09,=,57.9,=,1.75,=,1.61,=,0.29,=,1.16,NA,NA,<,0.5,=,0.33,<,0.01,=,162,=,75,=,66,<,5,,NA,<,1,=,274,=,9.7,=,25.2,=,34.1,Ausente,Ausente,6
21,PEIXE,BASTOS,BA00339P,Bauru,2305432,24/4/2023,=,2.05,<,0.02,<,0.2,=,824,=,1.21,<,2,=,0.05,=,3980,=,0.3,=,0.63,=,3.44,=,14,=,41.3,<,0.2,=,136,<,2,<,10,=,3.02,=,7630,=,7.59,<,0.1,<,0.03,=,6.92,=,8850,<,0.1,<,0.2,=,4970,<,0.3,=,0.02,=,0.32,=,3.3,=,8.05,<,0.1,=,0.18,<,0.5,<,0.5,=,11.53,<,0.01,=,158,=,8,<,5,<,5,,NA,<,1,=,154,=,5.4,=,25.9,=,22.7,Ausente,Ausente,1
21,PEIXE,BASTOS,BA00339P,Bauru,2319113,9/10/2023,=,3.33,<,0.02,<,0.2,=,783,=,1.21,<,2,=,0.06,=,3854,=,0.36,=,0.62,=,3.37,=,14.7,=,40.8,<,0.2,=,133,<,2,=,12,=,3.59,=,7579,=,8.58,<,0.1,<,0.03,=,6.52,=,8678,<,0.1,<,0.2,=,4814,<,0.3,=,0.02,=,0.38,=,5.08,=,7.94,<,0.1,=,0.2,<,0.5,<,0.5,=,11.78,<,0.01,=,149,=,10,<,5,<,5,,NA,<,1,=,150,=,5.6,=,26.8,=,25.4,Presente,Ausente,20
21,PEIXE,CAIABU,BA00022P,Bauru,2305472,4/5/2023,=,5.44,<,0.02,=,0.37,=,72.7,<,0.5,=,20.4,<,0.01,=,8040,<,0.05,<,0.05,<,0.2,=,40.8,=,25,<,0.2,=,554,<,2,<,10,=,4.64,=,1180,<,0.1,<,0.1,<,0.03,<,0.2,=,586,<,0.1,<,0.2,=,29400,<,0.3,=,0.37,=,47.4,=,0.56,=,0.42,=,0.17,=,0.29,NA,NA,<,0.5,=,0.18,<,0.01,=,131,=,80,=,12,<,5,,NA,=,1.1,=,172,=,8.9,=,24.4,=,27.4,Ausente,Ausente,4
21,PEIXE,CAIABU,BA00022P,Bauru,2319192,31/10/2023,=,6.44,<,0.02,=,0.41,=,72.3,<,0.5,=,19.7,<,0.01,=,8078,<,0.05,<,0.05,<,0.2,=,39.6,=,25.3,<,0.2,=,557,<,2,<,10,=,5.06,=,1236,<,0.1,<,0.1,<,0.03,<,0.2,=,686,<,0.1,<,0.2,=,29960,<,0.3,=,0.49,=,50.7,=,0.86,=,0.58,=,0.16,=,0.63,NA,NA,<,0.5,=,0.27,<,0.01,=,122,=,82,=,14,<,5,,NA,=,1,=,173,=,8.9,=,24.4,=,27.3,Ausente,Ausente,1
21,PEIXE,CAIUA,BA00356P,Bauru,2304454,9/3/2023,=,2.42,<,0.02,<,0.2,=,130,<,0.5,=,4.24,<,0.01,=,4100,<,0.05,<,0.05,<,0.2,=,34.6,=,16,<,0.2,=,31,<,2,=,35.2,=,1.47,=,1400,<,0.1,<,0.1,<,0.03,<,0.2,=,4300,<,0.1,<,0.2,=,5000,<,0.3,<,0.005,=,0.3,<,0.5,=,2.98,<,0.1,<,0.1,<,0.5,NA,NA,=,0.76,<,0.01,<,100,=,29,<,5,<,5,,NA,=,6.8,=,74,=,6.4,=,24.5,=,27.1,Ausente,Ausente,12
21,PEIXE,CAIUA,BA00356P,Bauru,2318462,19/9/2023,<,2,<,0.02,<,0.2,=,136,=,0.76,=,3.23,<,0.01,=,4293,<,0.05,<,0.05,<,0.2,=,31.8,=,17.7,<,0.2,=,32,<,2,=,32.9,=,1.29,=,1694,<,0.1,<,0.1,<,0.03,<,0.2,=,4494,<,0.1,<,0.2,=,5797,<,0.3,<,0.005,=,0.29,=,6.67,=,2.96,<,0.1,<,0.1,<,0.5,<,0.5,=,0.75,<,0.01,<,100,=,31,<,5,<,5,,NA,<,1,=,72,=,6.3,=,24.3,=,29.3,Presente,Ausente,20
