Nº UGRHI,UGRHI,MUNICÍPIO,PONTO,"SISTEMA
AQUÍFERO",AMOSTRA,DATA,Sinal,Al total - µg/L,Sinal,Sb Total - µg/L,Sinal,As total - µg/L,Sinal,Ba Total - µg/L,Sinal,Be Total - µg/L,Sinal,Bo total - µg/L,Sinal,Cd Total - µg/L,Sinal,Ca Total - µg/L,Sinal,Pb Total - µg/L,Sinal,Co Total - µg/L,Sinal,Cu Total - µg/L,Sinal,Cr total - µg/L,Sinal,Dureza Total - mg/L,Sinal,Sn Total - µg/L,Sinal,Sr total - µg/L,Sinal,Fe total - µg/L,Sinal,P Total - µg/L,Sinal,Li Total - µg/L,Sinal,Mg total - µg/L,Sinal,Mn total - µg/L,Sinal,Hg total - µg/L,Sinal,Mo total - µg/L,Sinal,Ni total - µg/L,Sinal,K Total - µg/L,Sinal,Ag total - µg/L,Sinal,Se total - µg/L,Sinal,Na total - µg/L,Sinal,Ti total - µg/L,Sinal,U total - µg/L,Sinal,V total - µg/L,Sinal,Zn total - µg/L,Sinal,Cloreto - mg/L,Sinal,Fluoreto - mg/L,Sinal,Sulfato - mg/L,Sinal,Nitrogênio amoniacal - mg/L,Sinal,NKT - mg/L,Sinal,N-Nitrato - mg/L,Sinal,N-Nitrito  - mg/L,Sinal,SDT - mg/L,Sinal,Alcalinidade Bicarbonato - mg/L,Sinal,Alcalinidade Carbonato - mg/L,Sinal,Alcalinidade hidróxido - mg/L,Sinal,Alcalinidade total - mg/L,Sinal,Carbono Orgânico Dissolvido,Sinal,CE - Campo,Sinal,pH - campo,Sinal,Temp água -  °C,Sinal,Temp. ar - °C,"Coli totais 
P/A em 100 mL","E coli
P/A em 100 mL","Bac. Heter
UFC/mL"
13,TIETE/JACARÉ,AGUDOS,GU00160P,Guarani,2319164,25/9/2023,<,2,<,0.02,=,0.22,=,15.9,<,0.5,=,2.48,<,0.01,=,12540,<,0.05,<,0.05,<,0.2,=,3.79,=,41.3,<,0.2,=,759,<,2,<,10,=,3.4,=,2419,<,0.1,<,0.1,<,0.03,<,0.2,=,1518,<,0.1,<,0.2,=,13670,<,0.3,=,0.74,=,9.76,=,1.58,=,0.1,<,0.1,<,0.1,<,0.5,<,0.5,<,0.05,<,0.01,<,100,=,78,<,5,<,5,,NA,<,1,=,138,=,8.3,=,27.2,=,31.9,Ausente,Ausente,1
13,TIETE/JACARÉ,ARARAQUARA,BA00360P,Bauru,2304932,16/3/2023,=,5.49,<,0.02,<,0.2,=,71,<,0.5,<,2,<,0.01,<,500,=,0.6,=,0.76,=,7.52,=,2.43,=,2.18,<,0.2,=,7.4,=,26.2,<,10,=,0.72,=,530,=,13.9,<,0.1,<,0.03,=,2.61,=,2400,<,0.1,<,0.2,=,5600,<,0.3,=,0.008,<,0.2,=,10.5,=,8,<,0.1,=,3,<,0.5,<,0.5,=,0.6,<,0.05,<,100,=,4.21,=,0,=,0,,NA,<,1,=,42,=,5.24,=,24.9,=,26.9,Presente,Presente,240
13,TIETE/JACARÉ,ARARAQUARA,BA00360P,Bauru,2317913,21/9/2023,=,3.6,<,0.02,<,0.2,=,65,<,0.5,<,2,<,0.01,<,500,=,0.26,=,0.64,=,9.13,=,2.44,=,2.48,=,0.21,=,6.39,=,10.5,<,10,=,0.89,=,602,=,3.49,<,0.1,<,0.03,=,3.02,=,2686,<,0.1,<,0.2,=,1296,<,0.3,<,0.005,<,0.2,=,10.8,=,1,<,0.1,<,0.5,<,1,<,1,=,0.1,=,0.3,<,100,=,8.23,=,0,=,0,,NA,<,1,=,23,=,5.64,=,26.5,=,30.9,Presente,Ausente,180
13,TIETE/JACARÉ,ARARAQUARA,GU00205P,Guarani,2304930,16/3/2023,=,2.15,<,0.02,=,0.6,=,8.3,<,0.5,<,2,<,0.01,=,13000,=,0.08,<,0.05,=,0.53,=,2.48,=,40.7,<,0.2,=,29,<,2,=,525,=,1.51,=,2000,<,0.1,<,0.1,<,0.03,<,0.2,=,4500,<,0.1,<,0.2,=,1000,<,0.3,<,0.005,=,3.89,<,0.5,=,2,=,0.2,=,2,<,0.5,<,0.5,=,0.2,<,0.05,<,100,=,44.2,=,0,=,0,,NA,<,1,=,91,=,7.08,=,28.1,=,34.3,Ausente,Ausente,1
13,TIETE/JACARÉ,ARARAQUARA,GU00205P,Guarani,2317907,21/9/2023,<,2,<,0.02,=,0.66,=,7.97,<,0.5,<,2,<,0.01,=,11890,<,0.05,<,0.05,=,1.01,=,2.27,=,37.6,<,0.2,=,26.4,<,2,=,461,=,1.61,=,1912,<,0.1,<,0.1,<,0.03,<,0.2,=,4374,<,0.1,<,0.2,=,988,<,0.3,<,0.005,=,4.11,=,0.77,<,1,=,0.2,<,0.5,<,1,<,1,=,0.2,<,0.05,<,100,=,44.3,=,0,=,0,,NA,<,1,=,92,=,6.63,=,30.2,=,33.3,Ausente,Ausente,9
13,TIETE/JACARÉ,AREALVA,GU00229P,Guarani,2304426,6/3/2023,=,28.2,=,0.02,=,0.84,<,1,<,0.5,=,28.2,<,0.01,=,690,<,0.05,<,0.05,=,0.38,=,12.1,=,1.72,<,0.2,=,9.5,<,2,<,10,=,7.99,<,100,<,0.1,<,0.1,=,0.08,<,0.2,=,250,<,0.1,=,3.72,=,62000,<,0.3,=,0.6,=,68.6,<,0.5,=,0.88,=,0.14,=,1.94,NA,NA,NA,NA,=,0.12,<,0.01,=,219,=,91,=,77,<,5,,NA,=,4.4,=,331,=,9.6,=,31.3,=,25.7,Ausente,Ausente,6
13,TIETE/JACARÉ,AREALVA,GU00229P,Guarani,2316586,4/9/2023,=,26.2,=,0.03,=,0.84,<,1,<,0.5,=,24.4,<,0.01,=,638,<,0.05,<,0.05,=,0.38,=,9.55,=,1.59,<,0.2,=,8.92,<,2,<,10,=,7.07,<,100,<,0.1,<,0.1,=,0.09,<,0.2,=,218,<,0.1,=,3.38,=,68130,<,0.3,=,0.51,=,58.8,<,0.5,=,0.91,=,0.14,=,1.94,NA,NA,<,0.5,=,0.11,<,0.01,=,222,=,96,=,82,=,96,,NA,=,1.3,=,326,=,9.6,=,30.9,=,25.9,Ausente,Ausente,1
13,TIETE/JACARÉ,BAURU,BA00385P,Bauru,2304424,6/3/2023,=,8.84,<,0.02,=,0.2,=,95,<,0.5,<,2,=,0.03,=,6100,=,0.27,=,0.88,=,7.44,=,2.01,=,19.7,<,0.2,=,83,=,37.3,<,10,=,1.18,=,1100,=,45.4,<,0.1,<,0.03,=,2.46,=,1500,<,0.1,<,0.2,=,6900,<,0.3,=,0.08,<,0.2,=,14.9,=,6.11,<,0.1,<,0.1,<,0.5,NA,NA,=,5.76,<,0.01,=,108,=,8,<,5,<,5,,NA,=,2.8,=,92,=,5.5,=,25.8,=,27,Presente,Ausente,110
13,TIETE/JACARÉ,BAURU,BA00385P,Bauru,2316589,4/9/2023,=,5.54,<,0.02,<,0.2,=,71.5,<,0.5,<,2,=,0.02,=,3359,=,0.47,=,1.02,=,10.8,=,1.12,=,11.6,<,0.2,=,45.3,=,14.7,<,10,=,0.86,=,790,=,34.6,<,0.1,<,0.03,=,1.85,=,1152,<,0.1,<,0.2,=,5416,<,0.3,=,0.06,<,0.2,=,16,=,4.69,<,0.1,<,0.1,<,0.5,<,0.5,=,3.15,<,0.01,<,100,=,8,<,5,<,5,,NA,=,1.5,=,61,=,5.5,=,31.8,=,29,Presente,Ausente,24
13,TIETE/JACARÉ,BAURU,GU00013P,Guarani,2304425,6/3/2023,=,4.76,<,0.02,=,0.2,=,20,<,0.5,=,4.3,<,0.01,=,3300,<,0.05,<,0.05,=,0.24,=,6.43,=,8.9,<,0.2,=,560,<,2,<,10,=,4.86,=,160,<,0.1,<,0.1,<,0.03,<,0.2,=,790,<,0.1,=,0.45,=,22000,<,0.3,=,0.34,=,2.27,=,1.81,=,0.21,<,0.1,=,0.29,NA,NA,NA,NA,=,0.08,<,0.01,=,112,=,59,=,11,<,5,,NA,=,4.5,=,127,=,9.1,=,25.7,=,27.4,Presente,Ausente,9
13,TIETE/JACARÉ,BAURU,GU00013P,Guarani,2316588,4/9/2023,=,2.56,<,0.02,<,0.2,=,21.9,<,0.5,=,3.46,<,0.01,=,2688,<,0.05,<,0.05,=,0.28,=,5.13,=,7.39,<,0.2,=,541,<,2,<,10,=,4.19,=,164,<,0.1,<,0.1,<,0.03,<,0.2,=,749,<,0.1,=,0.44,=,24590,<,0.3,=,0.26,=,1.98,<,0.5,=,0.21,<,0.1,=,0.27,NA,NA,<,0.5,=,0.07,<,0.01,<,100,=,59,=,13,<,5,,NA,<,1,=,124,=,9.1,=,26.3,=,31,Ausente,Ausente,1
13,TIETE/JACARÉ,BOCAINA,GU00235P,Guarani,2305961,29/3/2023,=,9.06,<,0.02,=,0.25,=,29,<,0.5,<,2,<,0.01,=,49000,=,0.06,<,0.05,=,0.38,=,0.72,=,148,<,0.2,=,160,=,40.2,=,39.6,=,1.46,=,6300,=,0.37,<,0.1,<,0.03,=,0.91,=,2300,<,0.1,=,0.2,=,4300,=,3.49,=,0.01,=,3.58,=,1.96,=,1,<,0.1,<,0.5,<,1,<,1,=,0.3,<,0.05,=,222,=,142,<,20,<,20,=,142,<,1,=,293,=,7.59,=,29,=,30.2,Ausente,Ausente,120
13,TIETE/JACARÉ,BOCAINA,GU00235P,Guarani,2318479,13/9/2023,<,2,<,0.02,=,0.28,=,28.5,<,0.5,<,2,<,0.01,=,48160,<,0.05,<,0.05,=,1.08,=,0.73,=,147,<,0.2,=,158,=,4.8,=,41.7,=,1.49,=,6461,<,0.1,<,0.1,<,0.03,=,0.36,=,2426,<,0.1,=,0.27,=,4487,<,0.3,=,0.01,=,3.53,=,2.4,=,2,=,0.1,=,0.6,<,0.5,<,0.5,=,0.3,<,0.05,=,216,=,161,=,0,=,0,,NA,=,2.6,=,297,=,7.63,=,29.2,=,36.1,Ausente,Ausente,37
13,TIETE/JACARÉ,BORACEIA,SG00015P,Serra Geral,2305347,27/3/2023,<,2,<,0.02,<,0.2,=,1.8,<,0.5,=,9.41,<,0.01,=,11000,=,0.09,<,0.05,=,0.37,=,6.04,=,30.5,<,0.2,=,200,<,2,<,10,=,7.85,=,720,<,0.1,<,0.1,<,0.03,<,0.2,=,1200,<,0.1,=,1.77,=,30000,<,0.3,=,0.63,=,3.15,=,1.61,=,2.18,<,0.1,=,1.64,NA,NA,<,0.5,=,2.16,<,0.01,=,139,=,106,<,5,<,5,,NA,<,1,=,238,=,8.4,=,27.1,=,30,Presente,Ausente,21
13,TIETE/JACARÉ,BORACEIA,SG00015P,Serra Geral,2319166,25/9/2023,<,2,<,0.02,<,0.2,=,1.15,<,0.5,=,9.67,<,0.01,=,11080,<,0.05,<,0.05,=,0.28,=,6.75,=,30.7,<,0.2,=,186,<,2,<,10,=,8,=,724,<,0.1,<,0.1,<,0.03,<,0.2,=,1225,<,0.1,=,2.13,=,29920,<,0.3,=,0.6,=,3.04,=,2.21,=,0.59,<,0.1,=,1.2,NA,NA,<,0.5,=,0.28,<,0.01,=,124,=,100,<,5,<,5,,NA,<,1,=,183,=,8.3,=,28.9,=,38.9,Presente,Ausente,3
13,TIETE/JACARÉ,DOIS CORREGOS,GU00032P,Guarani,2305958,4/4/2023,<,2,<,0.02,<,0.2,=,39.4,<,0.5,<,2,<,0.01,=,3440,=,0.12,<,0.05,=,1.96,=,1.82,=,14.7,<,0.2,=,18.4,<,2,=,26,=,0.91,=,1490,<,0.1,<,0.1,<,0.03,<,0.2,=,4280,<,0.1,<,0.2,=,1050,<,0.3,=,0.02,=,2.03,<,0.5,<,1,<,0.1,<,0.5,<,1,<,1,=,0.04,<,0.05,<,100,=,23,<,20,<,20,=,23,<,1,=,52,=,6.01,=,29.6,=,32.2,Ausente,Ausente,280
13,TIETE/JACARÉ,DOIS CORREGOS,GU00032P,Guarani,2318486,13/9/2023,<,2,<,0.02,<,0.2,=,42.5,<,0.5,<,2,<,0.01,=,3463,=,0.13,<,0.05,=,1.96,=,1.94,=,15.7,<,0.2,=,19.4,<,2,=,32,=,1.13,=,1722,<,0.1,<,0.1,<,0.03,<,0.2,=,4615,<,0.1,<,0.2,=,1274,<,0.3,=,0.02,=,2.18,<,0.5,<,1,<,0.1,<,0.5,<,0.5,<,0.5,=,0.04,<,0.05,<,100,=,25.7,=,0,=,0,,NA,=,3.1,=,48,=,6.2,=,29.1,=,33.6,Ausente,Ausente,4
13,TIETE/JACARÉ,DOURADO,SG00033P,Serra Geral,2305960,29/3/2023,=,12.8,<,0.02,<,0.2,=,37,<,0.5,<,2,<,0.01,=,13000,=,0.12,<,0.05,=,0.88,=,1.87,=,50.6,<,0.2,=,160,=,33.1,=,180,=,1.7,=,4400,=,0.33,<,0.1,<,0.03,=,0.38,=,1400,<,0.1,<,0.2,=,3000,=,3.74,=,0.008,=,10.9,=,2.91,=,2,<,0.1,<,0.5,<,1,<,1,=,0.8,<,0.05,=,154,=,50.3,<,20,<,20,=,50.3,<,1,=,112,=,6.68,=,24,=,29.3,Ausente,Ausente,8
13,TIETE/JACARÉ,DOURADO,SG00033P,Serra Geral,2318480,13/9/2023,=,8.6,<,0.02,<,0.2,=,35.5,<,0.5,<,2,<,0.01,=,12880,=,0.15,<,0.05,=,1.72,=,2,=,50.5,<,0.2,=,156,=,2.12,=,195,=,1.73,=,4444,<,0.1,<,0.1,<,0.03,<,0.2,=,1522,<,0.1,<,0.2,=,3217,=,0.39,=,0.009,=,11.4,=,0.92,=,1,<,0.1,<,0.5,<,0.5,<,0.5,=,0.9,=,0.1,=,130,=,60,=,0,=,0,,NA,=,3.3,=,112,=,7.07,=,24.7,=,34.7,Ausente,Ausente,1
13,TIETE/JACARÉ,IBATE,GU00048P,Guarani,2304494,9/3/2023,=,2.38,<,0.02,<,0.2,=,100,=,0.5,<,2,<,0.01,=,980,=,0.18,<,0.05,=,2.17,=,2.16,=,7.39,<,0.2,=,18,<,2,=,42.6,=,1.04,=,1200,=,0.11,<,0.1,<,0.03,<,0.2,=,3500,<,0.1,<,0.2,=,460,<,0.3,=,0.01,=,2.27,=,1.71,=,2,=,0.1,=,3,<,0.5,<,0.5,=,0.1,<,0.05,<,100,<,20,<,20,<,20,<,20,<,1,=,28,=,5.78,=,23.4,=,25.9,Ausente,Ausente,1
13,TIETE/JACARÉ,IBATE,GU00048P,Guarani,2316918,12/9/2023,<,2,<,0.02,<,0.2,=,108,<,0.5,<,2,<,0.01,=,842,=,0.12,<,0.05,=,2.04,=,1.86,=,7.91,<,0.2,=,18.8,<,2,=,39.2,=,0.88,=,1410,<,0.1,<,0.1,<,0.03,<,0.2,=,3589,<,0.1,<,0.2,=,545,<,0.3,=,0.01,=,2.05,=,1.17,<,1,<,0.1,=,24,<,0.1,<,1,=,2,=,0.3,<,100,<,20,<,20,<,20,<,20,=,1.9,=,29,=,6.01,=,23.8,=,26.6,Presente,Ausente,8
13,TIETE/JACARÉ,ITIRAPINA,GU00057P,Guarani,2304496,9/3/2023,=,124,<,0.02,<,0.2,=,230,<,0.5,<,2,=,0.04,<,500,=,0.33,=,1.37,=,2.94,=,0.84,=,4.53,<,0.2,=,25,=,2.33,<,10,=,0.66,=,1100,=,54.4,<,0.1,<,0.03,=,2.52,=,2300,<,0.1,<,0.2,=,1900,<,0.3,=,0.12,<,0.2,=,11.8,=,3,<,0.1,=,6,<,0.5,<,0.5,=,2,<,0.05,<,100,<,20,<,20,<,20,<,20,<,1,=,35,=,4.97,=,24.7,=,27.4,Presente,Ausente,280
13,TIETE/JACARÉ,ITIRAPINA,GU00057P,Guarani,2316921,12/9/2023,=,239,<,0.02,<,0.2,=,303,<,0.5,<,2,=,0.04,<,500,=,0.32,=,2.18,=,1.82,=,0.62,=,6.19,<,0.2,=,30.2,<,2,<,10,=,0.63,=,1504,=,68.6,<,0.1,<,0.03,=,2.4,=,2448,<,0.1,=,0.6,=,3014,<,0.3,=,0.15,<,0.2,=,8.22,=,2,<,0.1,<,0.5,<,0.1,NA,NA,=,3,<,0.05,<,100,<,20,<,20,<,20,<,20,=,2.2,=,49,=,4.99,=,26.2,=,31.3,Ausente,Ausente,15
13,TIETE/JACARÉ,ITIRAPINA,GU00292P,Guarani,2304492,9/3/2023,=,2.06,<,0.02,<,0.2,=,71,<,0.5,<,2,<,0.01,<,500,<,0.05,=,0.28,=,0.73,=,1.76,<,1.3,<,0.2,=,10,<,2,<,10,=,0.43,=,280,=,0.36,<,0.1,<,0.03,=,0.63,=,2300,<,0.1,<,0.2,<,200,<,0.3,=,0.02,<,0.2,=,3.75,=,2,<,0.1,=,2,<,0.5,<,0.5,=,0.03,<,0.05,<,100,<,20,<,20,<,20,<,20,<,1,=,12,=,5.45,=,25.1,=,28.5,Ausente,Ausente,1
13,TIETE/JACARÉ,ITIRAPINA,GU00292P,Guarani,2316922,12/9/2023,<,2,<,0.02,<,0.2,=,76.1,<,0.5,<,2,<,0.01,<,500,<,0.05,=,0.31,=,0.88,=,1.49,=,1.34,<,0.2,=,10.2,<,2,<,10,=,0.36,=,325,=,0.26,<,0.1,<,0.03,=,0.46,=,2369,<,0.1,<,0.2,=,202,<,0.3,=,0.02,<,0.2,=,1.85,<,1,<,0.1,<,0.5,<,0.1,<,1,=,0.04,=,0.1,<,100,<,20,<,20,<,20,<,20,=,1.9,=,13,=,5.65,=,25.4,=,30.2,NA,NA,NA
13,TIETE/JACARÉ,JAU,SG00389P,Serra Geral,2305959,29/3/2023,=,6.8,<,0.02,<,0.2,=,3.4,<,0.5,=,4.12,<,0.01,=,27000,=,0.11,<,0.05,=,0.32,=,0.63,=,113,<,0.2,=,170,=,26.6,=,110,=,0.94,=,11000,=,0.33,<,0.1,=,0.05,<,0.2,=,1400,<,0.1,<,0.2,=,10000,=,2.63,=,0.02,=,17.2,=,0.52,=,12,=,0.1,=,3,<,1,<,1,=,4,<,0.05,=,232,=,93,<,20,<,20,=,93,<,1,=,263,=,6.94,=,24.9,=,29.7,Presente,Presente,12
13,TIETE/JACARÉ,JAU,SG00389P,Serra Geral,2318485,13/9/2023,<,2,<,0.02,<,0.2,=,3.05,<,0.5,=,4.06,<,0.01,=,28140,=,0.1,<,0.05,=,0.46,=,0.64,=,119,<,0.2,=,173,=,2.36,=,105,=,1,=,11740,<,0.1,<,0.1,=,0.06,<,0.2,=,1468,<,0.1,<,0.2,=,10820,<,0.3,=,0.03,=,19.2,<,0.5,=,13,=,0.1,=,3,<,0.5,=,0.77,=,5,<,0.05,=,236,=,110,=,0,=,0,,NA,=,2.7,=,281,=,7.02,=,26,=,32.2,Ausente,Ausente,1
13,TIETE/JACARÉ,MACATUBA,GU00064P,Guarani,2305345,27/3/2023,<,2,<,0.02,=,0.22,=,2.6,<,0.5,=,4.65,<,0.01,=,17000,=,0.15,<,0.05,=,0.77,=,4.62,=,60.5,<,0.2,=,220,<,2,=,77,=,2.58,=,4400,<,0.1,<,0.1,<,0.03,<,0.2,=,1600,<,0.1,=,0.71,=,14000,<,0.3,=,0.05,=,15.3,=,30.1,=,0.42,=,0.14,=,0.28,<,0.5,<,0.5,=,0.12,<,0.01,=,123,=,99,<,5,<,5,,NA,=,1.3,=,177,=,7.3,=,25.3,=,27.4,Presente,Ausente,48
13,TIETE/JACARÉ,MACATUBA,GU00064P,Guarani,2319168,25/9/2023,<,2,<,0.02,=,0.26,=,2.11,<,0.5,=,4.67,<,0.01,=,16760,<,0.05,<,0.05,<,0.2,=,4.76,=,60.4,<,0.2,=,218,=,2.5,=,82.1,=,2.65,=,4522,<,0.1,<,0.1,=,0.03,<,0.2,=,1572,<,0.1,=,0.87,=,13950,<,0.3,=,0.06,=,16.1,=,7.07,=,0.43,=,0.14,=,0.28,<,0.5,<,0.5,=,0.13,<,0.01,=,113,=,96,<,5,<,5,,NA,<,1,=,175,=,7.3,=,25.9,=,34.6,Ausente,Ausente,1
13,TIETE/JACARÉ,PEDERNEIRAS,GU00092P,Guarani,2305348,27/3/2023,<,2,<,0.02,<,0.2,=,36,<,0.5,=,4.96,<,0.01,=,19000,=,0.12,<,0.05,=,1.75,=,2.06,=,58.1,<,0.2,=,140,<,2,=,62.2,=,1.46,=,2600,<,0.1,<,0.1,<,0.03,<,0.2,=,2800,<,0.1,=,0.27,=,3100,<,0.3,=,0.01,=,5.85,=,2.6,=,0.24,=,0.15,=,0.26,<,0.5,<,0.5,<,0.05,<,0.01,<,100,=,72,<,5,<,5,,NA,=,2.4,=,132,=,7.2,=,26.8,=,29,Presente,Ausente,10
13,TIETE/JACARÉ,PEDERNEIRAS,GU00092P,Guarani,2319167,25/9/2023,<,2,<,0.02,<,0.2,=,35.3,<,0.5,=,5.22,<,0.01,=,18280,=,0.17,<,0.05,=,1.19,=,2.17,=,56.3,<,0.2,=,140,=,6.5,=,69.3,=,1.46,=,2610,<,0.1,<,0.1,=,0.04,<,0.2,=,2784,<,0.1,=,0.34,=,3182,<,0.3,=,0.01,=,5.98,=,2.45,=,0.23,=,0.16,=,0.19,<,0.5,<,0.5,<,0.05,<,0.01,=,112,=,70,<,5,<,5,,NA,<,1,=,129,=,7.3,=,27.2,=,33.7,Presente,Ausente,6
13,TIETE/JACARÉ,PEDERNEIRAS,GU00287P,Guarani,2305344,27/3/2023,=,18.9,<,0.02,<,0.2,<,1,<,0.5,=,5.61,<,0.01,=,1300,<,0.05,<,0.05,<,0.2,=,7.25,=,3.25,<,0.2,=,16,<,2,<,10,=,14.9,<,100,<,0.1,<,0.1,<,0.03,<,0.2,=,200,<,0.1,=,2.5,=,47000,<,0.3,=,0.26,=,9.77,=,0.77,=,0.32,<,0.1,=,0.91,NA,NA,<,0.5,<,0.05,<,0.01,=,132,=,71,=,44,<,5,,NA,<,1,=,215,=,9.4,=,31.5,=,32,Ausente,Ausente,4
13,TIETE/JACARÉ,PEDERNEIRAS,GU00287P,Guarani,2319165,25/9/2023,=,21.5,<,0.02,<,0.2,<,1,<,0.5,=,5.7,<,0.01,=,1157,<,0.05,<,0.05,<,0.2,=,7.02,=,2.89,<,0.2,=,16,<,2,<,10,=,15.6,<,100,<,0.1,<,0.1,<,0.03,<,0.2,<,200,<,0.1,=,2.74,=,46550,<,0.3,=,0.27,=,9.66,=,1.56,=,0.31,<,0.1,=,0.94,NA,NA,<,0.5,<,0.05,<,0.01,=,143,=,71,=,41,<,5,,NA,<,1,=,210,=,9.5,=,31.8,=,40.2,Ausente,Ausente,1
13,TIETE/JACARÉ,RIBEIRAO BONITO,GU00111P,Guarani,2304489,9/3/2023,=,24,<,0.02,<,0.2,=,600,<,0.5,=,4.96,=,0.03,=,3200,=,0.25,=,1.26,=,3.32,=,0.64,=,19.1,<,0.2,=,85,=,31.7,<,10,=,1.08,=,2700,=,29.4,<,0.1,<,0.03,=,2.09,=,6400,<,0.1,<,0.2,=,3100,=,3.91,=,0.05,=,0.89,=,7.71,=,7,<,0.1,=,3,<,0.5,<,0.5,=,7,<,0.05,<,100,<,20,<,20,<,20,<,20,<,1,=,90,=,5.62,=,25.3,=,30,Presente,Ausente,24
13,TIETE/JACARÉ,RIBEIRAO BONITO,GU00111P,Guarani,2316920,12/9/2023,=,10.6,<,0.02,<,0.2,=,688,<,0.5,=,3.87,=,0.04,=,2835,=,0.21,=,1.5,=,3.5,=,0.45,=,20,<,0.2,=,90.5,<,2,<,10,=,0.92,=,3134,=,26.6,<,0.1,<,0.03,=,1.88,=,6787,<,0.1,<,0.2,=,3962,<,0.3,=,0.05,=,0.49,=,6.43,=,5,<,0.1,<,0.5,<,0.1,<,1,=,6,<,0.05,<,100,<,20,<,20,<,20,<,20,=,2.3,=,97,=,5.37,=,26.1,=,36.6,Ausente,Ausente,6
13,TIETE/JACARÉ,SAO CARLOS,BA00388P,Bauru,2304497,9/3/2023,=,15,<,0.02,<,0.2,=,56,<,0.5,<,2,<,0.01,<,500,=,0.37,=,0.11,=,5.03,=,1.19,=,1.48,<,0.2,=,8.1,=,35.2,<,10,=,0.61,=,360,=,4.35,<,0.1,<,0.03,=,0.61,=,2100,<,0.1,<,0.2,<,200,=,4.94,=,0.01,=,1.77,=,3.74,=,2,<,0.1,=,2,<,0.5,<,0.5,=,0.1,<,0.05,<,100,<,20,<,20,<,20,<,20,<,1,=,13,=,5.28,=,23.8,=,27.8,Ausente,Ausente,1
13,TIETE/JACARÉ,SAO CARLOS,BA00388P,Bauru,2316919,12/9/2023,<,2,<,0.02,<,0.2,=,65.2,<,0.5,<,2,<,0.01,<,500,=,0.29,=,0.12,=,3.8,=,0.97,=,1.79,<,0.2,=,8.7,<,2,<,10,=,0.52,=,435,=,3.4,<,0.1,<,0.03,=,0.42,=,2300,<,0.1,<,0.2,<,200,<,0.3,=,0.01,=,1.29,=,2.38,<,1,<,0.1,<,0.5,<,0.1,NA,NA,=,0.2,=,0.1,<,100,<,20,<,20,<,20,<,20,=,1.9,=,15,=,5.37,=,24.1,=,30.1,Ausente,Ausente,3
13,TIETE/JACARÉ,SAO MANUEL,GU00159P,Guarani,2306590,11/4/2023,<,2,<,0.02,=,0.34,=,1.47,<,0.5,=,2.3,<,0.01,=,25200,<,0.05,<,0.05,=,0.21,=,1.08,=,72.8,<,0.2,=,120,<,2,<,10,=,1.54,=,2400,<,0.1,<,0.1,<,0.03,<,0.2,=,2750,<,0.1,<,0.2,=,2100,<,0.3,=,0.01,=,5.38,=,2.83,=,0.52,=,0.097,=,0.89,<,0.1,<,1,=,0.097,<,0.01,=,135,=,77.5,=,0,=,0,,NA,<,1,=,150.2,=,8.03,=,26.4,=,28.1,Ausente,Ausente,500
13,TIETE/JACARÉ,SAO MANUEL,GU00159P,Guarani,2319902,9/10/2023,<,2,<,0.02,=,0.37,<,1,<,0.5,<,2,<,0.01,=,24360,<,0.05,<,0.05,<,0.2,=,1.24,=,70.8,<,0.2,=,115,<,2,<,10,=,1.96,=,2438,<,0.1,<,0.1,<,0.03,<,0.2,=,2692,<,0.1,<,0.2,=,2090,<,0.3,=,0.02,=,5.67,=,1.73,=,0.41,=,0.088,=,0.68,<,0.1,<,0.5,=,0.092,<,0.01,=,109,=,75.6,=,0,=,0,,NA,<,1,=,149.3,=,8.29,=,26.5,=,26.9,Ausente,Ausente,1
14,ALTO PARANAPANEMA,ANGATUBA,PD00423P,Aquitardo Passa Dois,2306873,18/4/2023,<,2,<,0.02,=,5.02,=,25,<,0.5,=,5.58,<,0.01,=,9270,<,0.05,<,0.05,<,0.2,<,0.2,=,26.3,<,0.2,=,401,=,3.09,<,10,=,7.28,=,771,=,8.96,<,0.1,=,0.07,<,0.2,=,1060,<,0.1,<,0.2,=,32100,<,0.3,<,0.005,<,0.2,=,1.21,=,0.42,=,0.064,=,4.68,<,0.1,=,1.59,<,0.05,<,0.01,=,119,=,87.7,=,0,=,0,,NA,<,1,=,178.1,=,8.17,=,24.4,=,25.8,Ausente,Ausente,1
14,ALTO PARANAPANEMA,ANGATUBA,PD00423P,Aquitardo Passa Dois,2319911,17/10/2023,<,2,<,0.02,=,4.64,=,23.5,<,0.5,=,2.91,<,0.01,=,8609,<,0.05,<,0.05,<,0.2,<,0.2,=,24.6,<,0.2,=,380,=,3.25,<,10,=,8.13,=,759,=,8.92,<,0.1,=,0.08,<,0.2,=,1049,<,0.1,<,0.2,=,30930,<,0.3,<,0.005,<,0.2,=,1.09,=,0.54,=,0.07,=,5.21,<,0.1,<,1,<,0.05,<,0.01,=,113,=,85,=,0,=,0,,NA,<,1,=,175.9,=,8.13,=,24.5,=,28,Ausente,Ausente,1
